variant_id,narrative
V0043,Create Fine Send Fine (+112d) Payment (+4d) Insert Fine Notification (+16d) Add penalty (+60d) Send for Credit Collection (+394d)
V0044,Create Fine Send Fine (+125d) Insert Fine Notification (+12d) Payment (+25d) Add penalty (+35d) Payment (+21d) Payment (+57d) Rework observed: Payment was repeated (seen in 14 cases).
V0045,Create Fine Send Fine (+75d) Insert Fine Notification (+39d) Add penalty (+60d) Payment (+37d) Payment (+166d) Payment (+23d) Payment (+244d) Rework observed: Payment was repeated (seen in 13 cases).
V0046,Create Fine Send Fine (+59d) Insert Fine Notification (+38d) Insert Date Appeal to Prefecture (+4d) Send Appeal to Prefecture (+53d) Add penalty (+3d) Receive Result Appeal from Prefecture (+53d) Notify Result Appeal to Offender (+5d)
V0047,Create Fine Send Fine (+128d) Insert Fine Notification (+7d) Add penalty (+60d) Insert Date Appeal to Prefecture Send Appeal to Prefecture (+36d) Receive Result Appeal from Prefecture (+46d) Notify Result Appeal to Offender (+28d) Appeal to Judge (+10d)
V0048,Create Fine Payment (+16d) Payment (+115d) Rework observed: Payment was repeated (seen in 12 cases).
V0049,Create Fine Send Fine (+116d) Insert Fine Notification (+8d) Add penalty (+60d) Insert Date Appeal to Prefecture Receive Result Appeal from Prefecture (+122d) Notify Result Appeal to Offender (+8d) Payment (+30d)
V0050,Create Fine Send Fine (+138d) Insert Fine Notification (+18d) Insert Date Appeal to Prefecture (+13d) Send Appeal to Prefecture (+37d) Add penalty (+10d) Receive Result Appeal from Prefecture (+40d) Payment (+8d)
V0051,Create Fine Send Fine (+60d) Insert Fine Notification (+8d) Insert Date Appeal to Prefecture (+10d) Send Appeal to Prefecture (+38d) Receive Result Appeal from Prefecture (+4d) Add penalty (+8d) Notify Result Appeal to Offender (+5d) Send for Credit Collection (+750d)
V0052,Create Fine Send Fine (+88d) Insert Date Appeal to Prefecture (+6d) Insert Fine Notification Add penalty (+60d) Send Appeal to Prefecture (+705d)
V0053,Create Fine Send Fine (+95d) Insert Fine Notification (+15d) Insert Date Appeal to Prefecture (+14d) Payment (+31d) Add penalty (+15d) Send Appeal to Prefecture (+11d)
V0054,Create Fine Send Fine (+128d) Insert Fine Notification (+13d) Insert Date Appeal to Prefecture (+58d) Add penalty (+2d) Payment (+143d)
V0055,Create Fine Insert Date Appeal to Prefecture (+143d) Send Fine (+58d) Insert Fine Notification (+9d) Add penalty (+60d) Send Appeal to Prefecture (+1573d)
V0056,Create Fine Send Fine (+125d) Insert Fine Notification (+9d) Insert Date Appeal to Prefecture (+35d) Send Appeal to Prefecture (+14d) Add penalty (+11d) Receive Result Appeal from Prefecture (+16d) Notify Result Appeal to Offender (+78d) Appeal to Judge (+1d) Payment (+297d)
V0057,Create Fine Send Fine (+106d) Insert Fine Notification (+12d) Insert Date Appeal to Prefecture (+36d) Add penalty (+24d) Receive Result Appeal from Prefecture (+44d) Notify Result Appeal to Offender (+51d) Send for Credit Collection (+669d) Send Appeal to Prefecture (+1000d)
V0058,Create Fine Send Fine (+75d) Insert Fine Notification (+10d) Add penalty (+60d) Insert Date Appeal to Prefecture (+12d) Send Appeal to Prefecture (+28d) Receive Result Appeal from Prefecture (+134d)
V0059,Create Fine Send Fine (+102d) Insert Fine Notification (+5d) Add penalty (+60d) Insert Date Appeal to Prefecture (+18d) Receive Result Appeal from Prefecture (+43d) Notify Result Appeal to Offender (+6d) Send for Credit Collection (+731d) Send Appeal to Prefecture (+436d)
V0060,Create Fine Payment (+9d) Send Fine (+81d) Insert Fine Notification (+10d) Payment (+18d) Add penalty (+42d) Payment (+88d) Rework observed: Payment was repeated (seen in 7 cases).
V0061,Create Fine Send Fine (+102d) Insert Fine Notification (+9d) Insert Date Appeal to Prefecture (+1d) Send Appeal to Prefecture (+1d) Add penalty (+58d) Payment (+157d) Payment (+41d) Rework observed: Payment was repeated (seen in 7 cases).
V0062,Create Fine Send Fine (+72d) Insert Fine Notification (+10d) Insert Date Appeal to Prefecture (+16d) Add penalty (+44d) Send Appeal to Prefecture (+6d) Payment (+151d)
V0063,Create Fine Send Fine (+103d) Appeal to Judge (+41d)
V0064,Create Fine Send Fine (+76d) Insert Fine Notification (+15d) Add penalty (+60d) Receive Result Appeal from Prefecture (+89d) Notify Result Appeal to Offender (+30d) Payment (+31d)
V0065,Create Fine Send Fine (+110d) Insert Fine Notification (+12d) Insert Date Appeal to Prefecture (+7d) Send Appeal to Prefecture (+36d) Receive Result Appeal from Prefecture (+7d) Notify Result Appeal to Offender (+7d) Add penalty (+3d) Payment (+18d)
V0066,Create Fine Send Fine (+109d) Insert Fine Notification (+10d) Insert Date Appeal to Prefecture (+24d) Add penalty (+36d) Receive Result Appeal from Prefecture (+32d) Send Appeal to Prefecture (+1720d)
V0067,Create Fine Send Fine (+122d) Insert Fine Notification (+14d) Payment (+11d) Payment (+28d) Add penalty (+21d) Send for Credit Collection (+512d) Rework observed: Payment was repeated (seen in 6 cases).
V0068,Create Fine Send Fine (+106d) Insert Fine Notification (+11d) Insert Date Appeal to Prefecture (+44d) Add penalty (+16d) Send Appeal to Prefecture (+29d) Receive Result Appeal from Prefecture (+63d) Notify Result Appeal to Offender (+4d) Appeal to Judge (+24d) Send for Credit Collection (+742d)
V0069,Create Fine Send Fine (+76d) Insert Fine Notification (+16d) Insert Date Appeal to Prefecture (+9d) Send Appeal to Prefecture (+14d) Receive Result Appeal from Prefecture (+35d) Add penalty (+2d) Notify Result Appeal to Offender (+110d) Appeal to Judge (+1d)
V0070,Create Fine Send Fine (+134d) Insert Fine Notification (+7d) Insert Date Appeal to Prefecture (+8d) Send Appeal to Prefecture (+32d) Receive Result Appeal from Prefecture (+18d) Add penalty (+2d) Notify Result Appeal to Offender (+3d)
V0071,Create Fine Send Fine (+75d) Insert Fine Notification (+22d) Add penalty (+60d) Payment (+51d) Payment (+39d) Send for Credit Collection (+392d) Rework observed: Payment was repeated (seen in 5 cases).
V0072,Create Fine Send Fine (+66d) Insert Fine Notification (+23d) Add penalty (+60d) Payment (+196d) Payment (+21d) Payment (+23d) Payment (+51d) Payment (+55d) Payment (+67d) Payment (+73d) Rework observed: Payment was repeated (seen in 5 cases).
V0073,Create Fine Send Fine (+123d) Insert Fine Notification (+5d) Add penalty (+60d) Insert Date Appeal to Prefecture (+37d) Send Appeal to Prefecture (+9d) Receive Result Appeal from Prefecture (+40d) Notify Result Appeal to Offender (+49d) Payment (+77d) Payment (+50d) Rework observed: Payment was repeated (seen in 5 cases).
V0074,Create Fine Send Fine (+131d) Insert Fine Notification (+9d) Appeal to Judge (+17d) Add penalty (+43d) Payment (+645d) Send for Credit Collection (+126d)
V0075,Create Fine Send Fine (+138d) Insert Fine Notification (+12d) Insert Date Appeal to Prefecture (+43d) Add penalty (+17d) Receive Result Appeal from Prefecture (+143d) Notify Result Appeal to Offender (+13d) Payment (+2d)
V0076,Create Fine Send Fine (+62d) Insert Fine Notification (+9d) Insert Date Appeal to Prefecture (+17d) Send Appeal to Prefecture (+27d) Receive Result Appeal from Prefecture (+7d) Notify Result Appeal to Offender (+5d) Add penalty (+4d) Send for Credit Collection (+325d)
V0077,Create Fine Insert Date Appeal to Prefecture (+45d) Send Appeal to Prefecture (+22d) Send Fine (+34d)
V0078,Create Fine Send Fine Insert Fine Notification Add penalty (+60d) Payment (+55d) Payment (+42d) Payment (+37d) Payment (+42d) Payment (+29d) Rework observed: Payment was repeated (seen in 4 cases).
V0079,Create Fine Send Fine (+58d) Insert Fine Notification (+10d) Add penalty (+60d) Payment (+107d) Payment (+37d) Payment (+29d) Payment (+26d) Payment (+59d) Payment Rework observed: Payment was repeated (seen in 4 cases).
V0080,Create Fine Send Fine (+102d) Payment (+10d) Insert Fine Notification (+1d) Payment (+34d) Add penalty (+26d) Payment (+6d) Rework observed: Payment was repeated (seen in 4 cases).
V0081,Create Fine Send Fine (+102d) Insert Fine Notification (+9d) Appeal to Judge (+1d) Insert Date Appeal to Prefecture Send Appeal to Prefecture (+1d) Add penalty (+58d) Payment (+171d)
V0082,Create Fine Send Fine (+118d) Insert Fine Notification (+18d) Insert Date Appeal to Prefecture (+14d) Send Appeal to Prefecture (+43d) Add penalty (+3d) Receive Result Appeal from Prefecture (+82d) Notify Result Appeal to Offender (+43d) Appeal to Judge (+31d) Send for Credit Collection (+972d)
V0083,Create Fine Send Fine (+48d) Insert Fine Notification (+10d) Payment Add penalty (+60d) Insert Date Appeal to Prefecture (+110d) Send Appeal to Prefecture (+41d)
V0084,Create Fine Send Fine (+42d) Insert Fine Notification (+8d) Add penalty (+60d) Insert Date Appeal to Prefecture Send Appeal to Prefecture (+31d) Receive Result Appeal from Prefecture (+67d) Notify Result Appeal to Offender (+8d) Appeal to Judge (+23d) Send for Credit Collection (+1138d)
V0085,Create Fine Send Fine (+132d) Insert Date Appeal to Prefecture (+13d) Insert Fine Notification Add penalty (+60d) Payment (+272d)
V0086,Create Fine Send Fine (+141d) Insert Fine Notification (+7d) Insert Date Appeal to Prefecture (+45d) Add penalty (+15d) Payment (+3d) Send Appeal to Prefecture (+21d)
V0087,Create Fine Send Fine (+42d) Insert Fine Notification (+10d) Payment (+42d) Add penalty (+18d) Payment (+11d) Payment (+35d) Payment (+27d) Rework observed: Payment was repeated (seen in 3 cases).
V0088,Create Fine Send Fine (+54d) Insert Fine Notification (+19d) Payment (+56d) Add penalty (+4d) Payment (+74d) Send for Credit Collection (+439d) Rework observed: Payment was repeated (seen in 3 cases).
V0089,Create Fine Send Fine (+113d) Insert Fine Notification (+6d) Insert Date Appeal to Prefecture (+24d) Receive Result Appeal from Prefecture (+15d) Send Appeal to Prefecture Add penalty (+21d) Notify Result Appeal to Offender (+114d) Payment (+11d)
V0090,Create Fine Send Fine (+80d) Insert Date Appeal to Prefecture (+8d) Send Appeal to Prefecture (+1d) Payment (+58d)
V0091,Create Fine Send Fine (+68d) Insert Fine Notification (+7d) Add penalty (+60d) Insert Date Appeal to Prefecture (+310d) Send Appeal to Prefecture Receive Result Appeal from Prefecture (+30d) Notify Result Appeal to Offender (+2d) Appeal to Judge (+25d) Payment (+511d)
V0092,Create Fine Send Fine (+105d) Insert Date Appeal to Prefecture (+11d) Insert Fine Notification (+7d) Send Appeal to Prefecture (+59d) Add penalty (+1d) Receive Result Appeal from Prefecture (+87d) Notify Result Appeal to Offender (+42d) Send for Credit Collection (+589d)
V0093,Create Fine Appeal to Judge (+41d) Send Fine (+94d)
V0094,Create Fine Send Fine (+146d) Insert Fine Notification (+18d) Add penalty (+60d) Insert Date Appeal to Prefecture (+38d) Send Appeal to Prefecture (+21d) Receive Result Appeal from Prefecture (+36d) Payment (+32d)
V0095,Create Fine Send Fine (+146d) Insert Fine Notification (+7d) Insert Date Appeal to Prefecture (+49d) Add penalty (+11d) Send Appeal to Prefecture (+24d) Receive Result Appeal from Prefecture (+46d) Notify Result Appeal to Offender (+34d) Payment (+28d) Payment (+32d) Rework observed: Payment was repeated (seen in 3 cases).
V0096,Create Fine Send Fine (+62d) Insert Date Appeal to Prefecture (+9d) Send Appeal to Prefecture (+1d) Appeal to Judge (+20d)
V0097,Create Fine Send Fine (+65d) Appeal to Judge (+12d) Insert Date Appeal to Prefecture (+10d) Send Appeal to Prefecture (+21d)
V0098,Create Fine Send Fine (+85d) Insert Fine Notification (+30d) Insert Date Appeal to Prefecture (+37d) Add penalty (+23d) Send Appeal to Prefecture (+8d) Receive Result Appeal from Prefecture (+113d) Appeal to Judge (+1d) Notify Result Appeal to Offender (+40d)
V0099,Create Fine Send Fine (+147d) Insert Fine Notification (+7d) Appeal to Judge (+11d) Insert Date Appeal to Prefecture (+13d) Send Appeal to Prefecture (+29d) Add penalty (+7d) Receive Result Appeal from Prefecture (+18d) Notify Result Appeal to Offender (+48d)
V0100,Create Fine Send Fine (+73d) Insert Fine Notification (+25d) Insert Date Appeal to Prefecture (+1d) Send Appeal to Prefecture (+1d) Add penalty (+58d) Receive Result Appeal from Prefecture (+239d) Notify Result Appeal to Offender (+1d) Payment (+30d) Payment (+30d) Payment (+31d) Payment (+32d) Payment (+27d) Payment (+32d) Rework observed: Payment was repeated (seen in 3 cases).
V0101,Create Fine Send Fine (+67d) Insert Fine Notification (+6d) Add penalty (+60d) Insert Date Appeal to Prefecture (+300d) Receive Result Appeal from Prefecture (+15d) Notify Result Appeal to Offender (+10d) Payment (+324d) Payment (+221d) Rework observed: Payment was repeated (seen in 2 cases).
V0102,Create Fine Send Fine (+124d) Insert Fine Notification (+20d) Insert Date Appeal to Prefecture (+15d) Add penalty (+45d) Receive Result Appeal from Prefecture (+16d) Notify Result Appeal to Offender (+23d) Appeal to Judge (+13d)
V0103,Create Fine Send Fine (+132d) Insert Fine Notification (+17d) Appeal to Judge (+48d) Insert Date Appeal to Prefecture (+2d) Add penalty (+10d) Send Appeal to Prefecture (+1399d)
V0104,Create Fine Send Fine (+129d) Insert Fine Notification (+31d) Add penalty (+60d) Receive Result Appeal from Prefecture (+188d) Notify Result Appeal to Offender (+32d)
V0105,Create Fine Send Fine (+70d) Insert Fine Notification Add penalty (+60d) Receive Result Appeal from Prefecture (+117d) Notify Result Appeal to Offender (+70d) Appeal to Judge (+27d)
V0106,Create Fine Send Fine (+136d) Insert Fine Notification (+30d) Add penalty (+60d) Receive Result Appeal from Prefecture (+69d) Notify Result Appeal to Offender (+8d) Send for Credit Collection (+711d)
V0107,Create Fine Send Fine (+140d) Insert Fine Notification (+12d) Add penalty (+60d) Insert Date Appeal to Prefecture (+39d) Receive Result Appeal from Prefecture (+208d) Notify Result Appeal to Offender (+8d) Appeal to Judge (+9d)
V0108,Create Fine Send Fine (+88d) Insert Fine Notification (+31d) Insert Date Appeal to Prefecture (+29d) Send Appeal to Prefecture (+27d) Receive Result Appeal from Prefecture (+2d) Add penalty (+2d) Notify Result Appeal to Offender (+81d) Payment (+9d) Send for Credit Collection (+611d)
V0109,Create Fine Send Fine (+86d) Insert Fine Notification (+28d) Add penalty (+60d) Insert Date Appeal to Prefecture (+9d) Send Appeal to Prefecture (+21d) Payment (+225d)
V0110,Create Fine Send Fine (+47d) Insert Fine Notification (+9d) Add penalty (+60d) Insert Date Appeal to Prefecture (+11d) Receive Result Appeal from Prefecture (+23d) Send Appeal to Prefecture Notify Result Appeal to Offender (+183d) Payment (+61d)
V0111,Create Fine Send Fine (+105d) Insert Date Appeal to Prefecture (+16d) Insert Fine Notification (+3d) Send Appeal to Prefecture (+25d) Receive Result Appeal from Prefecture (+28d) Add penalty (+7d) Notify Result Appeal to Offender (+110d) Send for Credit Collection (+521d)
V0112,Create Fine Send Fine (+76d) Insert Fine Notification (+7d) Insert Date Appeal to Prefecture (+1d) Send Appeal to Prefecture (+24d) Add penalty (+35d) Receive Result Appeal from Prefecture (+11d) Notify Result Appeal to Offender (+142d) Payment (+27d) Payment (+174d) Rework observed: Payment was repeated (seen in 2 cases).
V0113,Create Fine Send Fine (+32d) Insert Date Appeal to Prefecture (+6d) Insert Fine Notification Send Appeal to Prefecture (+26d) Add penalty (+34d) Receive Result Appeal from Prefecture (+27d) Notify Result Appeal to Offender (+88d) Payment (+45d)
V0114,Create Fine Send Fine (+130d) Insert Fine Notification (+7d) Insert Date Appeal to Prefecture (+9d) Send Appeal to Prefecture (+13d) Add penalty (+38d) Receive Result Appeal from Prefecture (+4d) Payment (+41d) Payment (+16d) Rework observed: Payment was repeated (seen in 2 cases).
V0115,Create Fine Send Fine (+53d) Insert Fine Notification (+56d) Send Appeal to Prefecture (+39d) Insert Date Appeal to Prefecture (+18d) Add penalty (+3d) Receive Result Appeal from Prefecture (+87d) Notify Result Appeal to Offender (+5d)
V0116,Create Fine Send Fine (+134d) Insert Fine Notification (+17d) Add penalty (+60d) Insert Date Appeal to Prefecture (+102d) Payment (+223d)
V0117,Create Fine Send Fine (+98d) Insert Fine Notification (+7d) Insert Date Appeal to Prefecture (+12d) Add penalty (+48d) Send Appeal to Prefecture (+9d) Receive Result Appeal from Prefecture (+58d) Notify Result Appeal to Offender (+11d) Appeal to Judge (+3d) Payment (+387d) Payment (+41d) Rework observed: Payment was repeated (seen in 2 cases).
V0118,Create Fine Send Fine (+99d) Insert Fine Notification (+4d) Insert Date Appeal to Prefecture (+27d) Appeal to Judge (+1d) Add penalty (+32d) Send Appeal to Prefecture (+24d)
V0119,Create Fine Send Fine (+78d) Insert Fine Notification (+8d) Insert Date Appeal to Prefecture (+28d) Add penalty (+32d) Receive Result Appeal from Prefecture (+155d) Notify Result Appeal to Offender (+12d) Appeal to Judge (+33d) Send Appeal to Prefecture (+612d)
V0120,Create Fine Send Fine (+129d) Insert Fine Notification (+5d) Insert Date Appeal to Prefecture (+7d) Send Appeal to Prefecture (+24d) Receive Result Appeal from Prefecture (+14d) Notify Result Appeal to Offender (+8d) Add penalty (+7d) Appeal to Judge (+20d)
V0121,Create Fine Send Fine (+85d) Insert Fine Notification (+6d) Appeal to Judge (+17d) Insert Date Appeal to Prefecture (+3d) Send Appeal to Prefecture (+36d) Add penalty (+4d) Receive Result Appeal from Prefecture (+13d) Notify Result Appeal to Offender (+32d) Payment (+429d)
V0122,Create Fine Send Fine (+125d) Insert Fine Notification (+5d) Add penalty (+60d) Appeal to Judge (+1d) Payment (+632d) Payment (+28d) Payment (+35d) Rework observed: Payment was repeated (seen in 2 cases).
V0123,Create Fine Send Fine (+89d) Insert Fine Notification (+16d) Add penalty (+60d) Payment (+557d) Payment (+81d) Payment Send for Credit Collection (+83d) Rework observed: Payment was repeated (seen in 2 cases).
V0124,Create Fine Payment (+7d) Send Fine (+90d) Insert Fine Notification (+12d) Add penalty (+60d) Insert Date Appeal to Prefecture (+47d) Send Appeal to Prefecture (+4d)
V0125,Create Fine Insert Date Appeal to Prefecture (+39d) Send Fine (+80d) Send Appeal to Prefecture (+2d)
V0126,Create Fine Send Fine (+65d) Insert Fine Notification (+15d) Insert Date Appeal to Prefecture (+11d) Send Appeal to Prefecture (+4d) Payment (+27d) Add penalty (+18d) Payment (+79d) Rework observed: Payment was repeated (seen in 2 cases).
V0127,Create Fine Send Fine (+87d) Insert Fine Notification (+49d) Insert Date Appeal to Prefecture (+5d) Send Appeal to Prefecture (+23d) Receive Result Appeal from Prefecture (+5d) Add penalty (+27d) Notify Result Appeal to Offender (+24d) Payment (+13d) Payment (+50d) Rework observed: Payment was repeated (seen in 2 cases).
V0128,Create Fine Send Fine (+85d) Insert Fine Notification (+22d) Insert Date Appeal to Prefecture (+3d) Send Appeal to Prefecture (+7d) Receive Result Appeal from Prefecture (+17d) Add penalty (+33d) Payment (+124d)
V0129,Create Fine Send Fine (+104d) Insert Fine Notification (+6d) Add penalty (+60d) Insert Date Appeal to Prefecture (+21d) Receive Result Appeal from Prefecture (+182d) Notify Result Appeal to Offender (+7d) Send Appeal to Prefecture (+650d) Send for Credit Collection (+92d)
V0130,Create Fine Send Fine (+47d) Insert Fine Notification (+25d) Insert Date Appeal to Prefecture (+51d) Add penalty (+9d) Payment (+29d) Payment (+312d) Rework observed: Payment was repeated (seen in 2 cases).
V0131,Create Fine Send Fine (+76d) Insert Date Appeal to Prefecture (+8d) Insert Fine Notification (+1d) Send Appeal to Prefecture Add penalty (+60d) Payment (+304d)
V0132,Create Fine Send Fine (+70d) Insert Fine Notification (+9d) Add penalty (+60d) Insert Date Appeal to Prefecture (+33d) Payment (+127d) Receive Result Appeal from Prefecture (+20d) Payment (+14d) Rework observed: Payment was repeated (seen in 1 cases).
V0133,Create Fine Send Fine (+102d) Insert Fine Notification (+8d) Add penalty (+60d) Notify Result Appeal to Offender (+227d) Receive Result Appeal from Prefecture Send for Credit Collection (+541d)
V0134,Create Fine Send Fine (+70d) Insert Fine Notification (+8d) Insert Date Appeal to Prefecture (+5d) Send Appeal to Prefecture (+31d) Receive Result Appeal from Prefecture (+20d) Add penalty (+4d) Notify Result Appeal to Offender (+3d) Appeal to Judge (+32d) Send for Credit Collection (+1197d)
V0135,Create Fine Send Fine (+65d) Insert Date Appeal to Prefecture (+12d) Insert Fine Notification Add penalty (+60d) Send Appeal to Prefecture (+23d) Receive Result Appeal from Prefecture (+51d) Notify Result Appeal to Offender (+3d) Send for Credit Collection (+615d)
V0136,Create Fine Send Fine (+146d) Insert Fine Notification (+7d) Receive Result Appeal from Prefecture (+58d) Add penalty (+2d) Notify Result Appeal to Offender (+9d) Payment (+20d)
V0137,Create Fine Send Fine (+56d) Insert Fine Notification (+7d) Insert Date Appeal to Prefecture (+28d) Add penalty (+32d) Receive Result Appeal from Prefecture (+155d) Notify Result Appeal to Offender (+12d)
