variant_id,activity_sequence,trace_length,frequency,frequency_pct,representative_case_id,duration_seconds_mean,duration_seconds_median,duration_seconds_min,duration_seconds_max,outcome,rework,resource_distribution
V0013,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes,6,4,0.0038095238095238095,GKA,2051.25,2242.0,502.0,3219.0,Leucocytes,{},{}
V0014,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>Admission NC>Release A,7,4,0.0038095238095238095,BNA,320865.25,316395.0,216004.0,434667.0,Release A,{},{}
V0015,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>LacticAcid>CRP>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Release A,12,4,0.0038095238095238095,TBA,213253.25,214330.5,91039.0,333313.0,Release A,"{""CRP"": 4, ""Leucocytes"": 4}",{}
V0016,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>Release A,12,4,0.0038095238095238095,JJ,401794.75,329676.5,176537.0,771289.0,Release A,"{""CRP"": 4, ""Leucocytes"": 4}",{}
V0017,ER Registration>ER Triage>Leucocytes>CRP>ER Sepsis Triage,5,4,0.0038095238095238095,KL,2504.5,2233.5,1475.0,4076.0,ER Sepsis Triage,{},{}
V0018,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>Release A,10,4,0.0038095238095238095,PEA,305017.5,326334.5,138031.0,429370.0,Release A,{},{}
V0019,ER Registration>ER Triage>CRP>LacticAcid>Leucocytes>ER Sepsis Triage>IV Liquid>IV Antibiotics,8,3,0.002857142857142857,GH,11377.666666666666,6857.0,6468.0,20808.0,IV Antibiotics,{},{}
V0020,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>Leucocytes>LacticAcid>CRP,8,3,0.002857142857142857,UJA,1571.6666666666667,1486.0,1235.0,1994.0,CRP,{},{}
V0021,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>Leucocytes>CRP>LacticAcid>IV Antibiotics>Admission NC>Leucocytes>CRP>Release A>Return ER,13,3,0.002857142857142857,VDA,3540266.6666666665,2912358.0,357761.0,7350681.0,Return ER,"{""CRP"": 3, ""Leucocytes"": 3}",{}
V0022,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Release A,10,3,0.002857142857142857,LFA,337145.3333333333,332515.0,255799.0,423122.0,Release A,{},{}
V0023,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>Leucocytes>LacticAcid>CRP>Admission NC>Leucocytes>CRP>Release A>Return ER,13,3,0.002857142857142857,WFA,4393366.333333333,3416688.0,3130953.0,6632458.0,Return ER,"{""CRP"": 3, ""Leucocytes"": 3}",{}
V0024,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>Leucocytes>LacticAcid>CRP>IV Antibiotics>Admission NC,9,3,0.002857142857142857,DU,10630.666666666666,8924.0,7449.0,15519.0,Admission NC,{},{}
V0025,ER Registration>ER Triage>Leucocytes>CRP>LacticAcid>ER Sepsis Triage>IV Liquid>IV Antibiotics,8,3,0.002857142857142857,CLA,14403.333333333334,10758.0,7291.0,25161.0,IV Antibiotics,{},{}
V0026,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>CRP>Release A>Return ER,12,3,0.002857142857142857,OLA,6238400.333333333,1470806.0,567525.0,16676870.0,Return ER,"{""CRP"": 3}",{}
V0027,ER Registration>ER Triage>LacticAcid>Leucocytes>CRP>ER Sepsis Triage>IV Liquid>IV Antibiotics,8,3,0.002857142857142857,UFA,10893.333333333334,12715.0,7130.0,12835.0,IV Antibiotics,{},{}
V0028,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>Release A>Return ER,13,2,0.0019047619047619048,D,8783175.0,8783175.0,1575881.0,15990469.0,Return ER,"{""CRP"": 2, ""Leucocytes"": 2}",{}
V0029,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>CRP>LacticAcid>Leucocytes,8,2,0.0019047619047619048,CA,2046.0,2046.0,1367.0,2725.0,Leucocytes,{},{}
V0030,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>CRP>Leucocytes>Release A,14,2,0.0019047619047619048,MA,314839.5,314839.5,261891.0,367788.0,Release A,"{""CRP"": 2, ""Leucocytes"": 2}",{}
V0031,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>CRP>Leucocytes>LacticAcid,8,2,0.0019047619047619048,FB,3513.0,3513.0,1897.0,5129.0,LacticAcid,{},{}
V0032,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>CRP>LacticAcid>Leucocytes>IV Antibiotics>Admission NC>Leucocytes>CRP>Leucocytes>CRP>Leucocytes>Release A>Return ER,16,2,0.0019047619047619048,PB,1474764.5,1474764.5,1346123.0,1603406.0,Return ER,"{""CRP"": 2, ""Leucocytes"": 2}",{}
V0033,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>CRP>Release A>Return ER,12,2,0.0019047619047619048,DC,15812989.0,15812989.0,8905121.0,22720857.0,Return ER,"{""CRP"": 2}",{}
V0034,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>IV Antibiotics>IV Liquid,7,2,0.0019047619047619048,NC,52897.0,52897.0,18451.0,87343.0,IV Liquid,{},{}
V0035,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>CRP>Leucocytes>CRP>Release A,15,2,0.0019047619047619048,HJ,675697.0,675697.0,418836.0,932558.0,Release A,"{""CRP"": 2, ""Leucocytes"": 2}",{}
V0036,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>LacticAcid>Leucocytes>CRP,8,2,0.0019047619047619048,FV,1236.5,1236.5,1232.0,1241.0,CRP,{},{}
V0037,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>Admission NC>Release B,8,2,0.0019047619047619048,DD,242013.5,242013.5,29490.0,454537.0,Release B,{},{}
V0038,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>Leucocytes>CRP>LacticAcid>IV Antibiotics,8,2,0.0019047619047619048,JF,12127.0,12127.0,11835.0,12419.0,IV Antibiotics,{},{}
V0039,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>Admission NC>CRP>Leucocytes>Release A,15,2,0.0019047619047619048,PF,650663.0,650663.0,541057.0,760269.0,Release A,"{""Admission NC"": 2, ""CRP"": 2, ""Leucocytes"": 2}",{}
V0040,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>LacticAcid>CRP>IV Liquid>IV Antibiotics>Admission NC,9,2,0.0019047619047619048,KR,14287.0,14287.0,14058.0,14516.0,Admission NC,{},{}
V0041,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Admission NC>Leucocytes>CRP>Release A,13,2,0.0019047619047619048,HQ,286882.5,286882.5,268516.0,305249.0,Release A,"{""Admission NC"": 2, ""CRP"": 2, ""Leucocytes"": 2}",{}
V0042,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Release A,12,2,0.0019047619047619048,DG,300864.0,300864.0,284923.0,316805.0,Release A,"{""CRP"": 2, ""Leucocytes"": 2}",{}
V0043,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>LacticAcid,6,2,0.0019047619047619048,NG,2286.5,2286.5,801.0,3772.0,LacticAcid,{},{}
V0044,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>Release A,12,2,0.0019047619047619048,DI,270421.0,270421.0,210957.0,329885.0,Release A,"{""CRP"": 2, ""Leucocytes"": 2}",{}
V0045,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>Admission NC>Release A>Return ER,9,2,0.0019047619047619048,HI,3861718.0,3861718.0,1828249.0,5895187.0,Return ER,{},{}
V0046,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Leucocytes>CRP>Release A,14,2,0.0019047619047619048,YI,515841.0,515841.0,437130.0,594552.0,Release A,"{""CRP"": 2, ""Leucocytes"": 2}",{}
V0047,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Release A,10,2,0.0019047619047619048,ET,161990.5,161990.5,72341.0,251640.0,Release A,{},{}
V0048,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>CRP>Leucocytes>Release A,14,2,0.0019047619047619048,HT,470649.5,470649.5,309006.0,632293.0,Release A,"{""CRP"": 2, ""Leucocytes"": 2}",{}
V0049,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>Leucocytes>CRP>LacticAcid>Admission NC>CRP>Leucocytes>Leucocytes>CRP>Release A>Return ER,15,2,0.0019047619047619048,LN,20228210.5,20228210.5,10854566.0,29601855.0,Return ER,"{""CRP"": 2, ""Leucocytes"": 2}",{}
V0050,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP,6,2,0.0019047619047619048,BO,1999.0,1999.0,1448.0,2550.0,CRP,{},{}
V0051,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>Admission NC>Leucocytes>CRP>Release A,15,2,0.0019047619047619048,DR,424817.0,424817.0,418948.0,430686.0,Release A,"{""Admission NC"": 2, ""CRP"": 2, ""Leucocytes"": 2}",{}
V0052,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>Release A>Return ER,13,2,0.0019047619047619048,IQ,9141617.5,9141617.5,421865.0,17861370.0,Return ER,"{""CRP"": 2, ""Leucocytes"": 2}",{}
V0053,ER Registration>ER Triage>ER Sepsis Triage>Admission NC>Release A,5,2,0.0019047619047619048,KAA,146496.5,146496.5,83961.0,209032.0,Release A,{},{}
V0054,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>Release A>Return ER,13,2,0.0019047619047619048,DCA,3520907.5,3520907.5,3416070.0,3625745.0,Return ER,"{""CRP"": 2, ""Leucocytes"": 2}",{}
V0055,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Admission NC>Leucocytes>CRP>Release A>Return ER,14,2,0.0019047619047619048,PV,5286698.0,5286698.0,4005625.0,6567771.0,Return ER,"{""Admission NC"": 2, ""CRP"": 2, ""Leucocytes"": 2}",{}
V0056,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>LacticAcid>CRP>IV Antibiotics,7,2,0.0019047619047619048,CS,4122.5,4122.5,2135.0,6110.0,IV Antibiotics,{},{}
V0057,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Release A,10,2,0.0019047619047619048,PS,158814.0,158814.0,57615.0,260013.0,Release A,{},{}
V0058,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>Admission NC>Release A,6,2,0.0019047619047619048,LMA,190447.5,190447.5,103155.0,277740.0,Release A,{},{}
V0059,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Release A,12,2,0.0019047619047619048,BAA,232022.5,232022.5,229137.0,234908.0,Release A,"{""CRP"": 2, ""Leucocytes"": 2}",{}
V0060,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>Admission NC>Leucocytes>CRP>Release A>Return ER,10,2,0.0019047619047619048,FBA,12710589.0,12710589.0,2159026.0,23262152.0,Return ER,"{""CRP"": 2, ""Leucocytes"": 2}",{}
V0061,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>Leucocytes>CRP>Release A,14,2,0.0019047619047619048,SDA,634334.0,634334.0,576601.0,692067.0,Release A,"{""CRP"": 2, ""Leucocytes"": 2}",{}
V0062,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Liquid>IV Antibiotics,8,2,0.0019047619047619048,LJA,9354.5,9354.5,8216.0,10493.0,IV Antibiotics,{},{}
V0063,ER Registration>Leucocytes>CRP>LacticAcid>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Leucocytes>CRP>Leucocytes>CRP>CRP>Leucocytes>Leucocytes>CRP>CRP>Leucocytes>Release A,22,1,0.0009523809523809524,A,968359.0,968359.0,968359.0,968359.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0064,ER Registration>ER Triage>CRP>LacticAcid>Leucocytes>ER Sepsis Triage>IV Liquid>IV Antibiotics>Admission NC>CRP>CRP>Release A,12,1,0.0009523809523809524,B,456936.0,456936.0,456936.0,456936.0,Release A,"{""CRP"": 1}",{}
V0065,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>Admission NC>Leucocytes>CRP>Leucocytes>CRP>Release A,14,1,0.0009523809523809524,C,484231.0,484231.0,484231.0,484231.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0066,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Antibiotics>IV Liquid>Admission NC>Release A,10,1,0.0009523809523809524,F,144183.0,144183.0,144183.0,144183.0,Release A,{},{}
V0067,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>LacticAcid>CRP>Leucocytes>Admission NC>Leucocytes>CRP>Release A,12,1,0.0009523809523809524,G,587953.0,587953.0,587953.0,587953.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0068,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>Admission IC>Admission NC>CRP>Leucocytes>CRP>Admission NC>Release B,13,1,0.0009523809523809524,H,400198.0,400198.0,400198.0,400198.0,Release B,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0069,ER Registration>ER Triage>ER Sepsis Triage>IV Antibiotics>Leucocytes>CRP>LacticAcid>Admission NC>Leucocytes>CRP>Release A,11,1,0.0009523809523809524,I,618237.0,618237.0,618237.0,618237.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0070,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>CRP>Release A,11,1,0.0009523809523809524,J,324855.0,324855.0,324855.0,324855.0,Release A,"{""CRP"": 1}",{}
V0071,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Antibiotics>Admission NC>Leucocytes>CRP>Admission NC>IV Liquid>CRP>Leucocytes>Release A>Return ER,16,1,0.0009523809523809524,K,9243851.0,9243851.0,9243851.0,9243851.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0072,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>Leucocytes>Leucocytes>CRP>Release A>Return ER,15,1,0.0009523809523809524,L,971592.0,971592.0,971592.0,971592.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0073,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>Admission NC>IV Liquid>IV Antibiotics>CRP>Leucocytes>Release A,12,1,0.0009523809523809524,N,446102.0,446102.0,446102.0,446102.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0074,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>CRP>Leucocytes>LacticAcid>IV Antibiotics>Admission NC>Release A>Return ER,11,1,0.0009523809523809524,O,504700.0,504700.0,504700.0,504700.0,Return ER,{},{}
V0075,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Admission IC>LacticAcid>Leucocytes>CRP>Admission NC>Leucocytes>CRP>Leucocytes>Release A>Return ER,19,1,0.0009523809523809524,S,19100284.0,19100284.0,19100284.0,19100284.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0076,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>CRP>LacticAcid>Leucocytes>Admission NC>Release B,10,1,0.0009523809523809524,T,192944.0,192944.0,192944.0,192944.0,Release B,{},{}
V0077,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>Admission NC>Leucocytes>Leucocytes>Leucocytes>Leucocytes>CRP>Release B,11,1,0.0009523809523809524,U,167497.0,167497.0,167497.0,167497.0,Release B,"{""Leucocytes"": 1}",{}
V0078,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>Leucocytes>LacticAcid>CRP>IV Antibiotics>Admission IC>LacticAcid>CRP>Leucocytes>LacticAcid>LacticAcid>CRP>Leucocytes>Admission NC>Leucocytes>CRP>Release A>Return ER,21,1,0.0009523809523809524,V,7128640.0,7128640.0,7128640.0,7128640.0,Return ER,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0079,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>LacticAcid>Leucocytes>CRP>IV Antibiotics>Admission NC>CRP>Release A,11,1,0.0009523809523809524,W,324444.0,324444.0,324444.0,324444.0,Release A,"{""CRP"": 1}",{}
V0080,ER Registration>ER Triage>Leucocytes>CRP>LacticAcid>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>Admission NC>CRP>Release A>Return ER,13,1,0.0009523809523809524,X,18774640.0,18774640.0,18774640.0,18774640.0,Return ER,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0081,ER Registration>ER Triage>ER Sepsis Triage>IV Antibiotics>CRP>LacticAcid>Leucocytes>IV Liquid,8,1,0.0009523809523809524,Y,3239.0,3239.0,3239.0,3239.0,IV Liquid,{},{}
V0082,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>LacticAcid>CRP>Admission IC>Admission NC>Admission NC>Release A,10,1,0.0009523809523809524,Z,349807.0,349807.0,349807.0,349807.0,Release A,"{""Admission NC"": 1}",{}
V0083,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>LacticAcid>CRP>Leucocytes>Admission NC>CRP>Leucocytes>Release A>Return ER,13,1,0.0009523809523809524,BA,7399318.0,7399318.0,7399318.0,7399318.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0084,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>LacticAcid>IV Antibiotics>Admission NC>IV Liquid>Leucocytes>CRP>Release C,12,1,0.0009523809523809524,DA,489174.0,489174.0,489174.0,489174.0,Release C,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0085,ER Registration>ER Triage>ER Sepsis Triage>Leucocytes>CRP>LacticAcid>IV Liquid>IV Antibiotics>Admission NC>Admission NC>Leucocytes>CRP>CRP>Release A>Return ER,15,1,0.0009523809523809524,EA,14254218.0,14254218.0,14254218.0,14254218.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0086,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>CRP>Leucocytes>LacticAcid>Admission NC>CRP>Leucocytes>Release A,12,1,0.0009523809523809524,GA,354162.0,354162.0,354162.0,354162.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0087,ER Registration>ER Triage>Leucocytes>CRP>LacticAcid>ER Sepsis Triage>Admission NC>Admission NC>Leucocytes>CRP>Release A,11,1,0.0009523809523809524,HA,512479.0,512479.0,512479.0,512479.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0088,IV Liquid>ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>CRP>Leucocytes>IV Antibiotics,8,1,0.0009523809523809524,IA,1800.0,1800.0,1800.0,1800.0,IV Antibiotics,{},{}
V0089,ER Registration>ER Sepsis Triage>IV Antibiotics>ER Triage>Leucocytes>LacticAcid>CRP>Admission NC>Admission NC>CRP>LacticAcid>Leucocytes>Release A>Return ER,14,1,0.0009523809523809524,JA,6093587.0,6093587.0,6093587.0,6093587.0,Return ER,"{""Admission NC"": 1, ""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0090,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>CRP>LacticAcid>Leucocytes>Admission NC>Leucocytes>CRP>Leucocytes>CRP>CRP>Leucocytes>Release A,16,1,0.0009523809523809524,KA,447517.0,447517.0,447517.0,447517.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0091,ER Registration>ER Triage>ER Sepsis Triage>IV Antibiotics>IV Liquid>Leucocytes>CRP>LacticAcid>Admission NC>Admission NC>Leucocytes>CRP>CRP>Leucocytes>Leucocytes>Leucocytes>Leucocytes>Leucocytes>CRP>LacticAcid>Leucocytes>CRP>Leucocytes>Release C,24,1,0.0009523809523809524,NA,1082681.0,1082681.0,1082681.0,1082681.0,Release C,"{""Admission NC"": 1, ""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0092,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>IV Antibiotics>LacticAcid>CRP>Leucocytes>Leucocytes>CRP>LacticAcid,11,1,0.0009523809523809524,OA,55066.0,55066.0,55066.0,55066.0,LacticAcid,"{""CRP"": 1, ""LacticAcid"": 1, ""Leucocytes"": 1}",{}
V0093,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>Leucocytes>LacticAcid>CRP>IV Antibiotics>Admission NC>CRP>Leucocytes>CRP>Leucocytes>Release D,14,1,0.0009523809523809524,QA,569773.0,569773.0,569773.0,569773.0,Release D,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0094,ER Registration>ER Triage>ER Sepsis Triage>IV Liquid>CRP>LacticAcid>Leucocytes>IV Antibiotics>Admission NC>CRP>Leucocytes>CRP>Release A>Return ER,14,1,0.0009523809523809524,SA,7265801.0,7265801.0,7265801.0,7265801.0,Return ER,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0095,ER Registration>ER Triage>ER Sepsis Triage>CRP>Leucocytes>Admission NC>CRP>Leucocytes>CRP>Release A,10,1,0.0009523809523809524,TA,250616.0,250616.0,250616.0,250616.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
V0096,ER Registration>ER Triage>ER Sepsis Triage>LacticAcid>Leucocytes>CRP>IV Liquid>IV Antibiotics>Admission NC>LacticAcid>Release A,11,1,0.0009523809523809524,UA,434446.0,434446.0,434446.0,434446.0,Release A,"{""LacticAcid"": 1}",{}
V0097,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>CRP>Leucocytes>Admission NC>Release A,13,1,0.0009523809523809524,VA,487771.0,487771.0,487771.0,487771.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0098,ER Registration>ER Triage>ER Sepsis Triage>CRP>Admission NC>Admission NC>Release A>Return ER,8,1,0.0009523809523809524,WA,1121852.0,1121852.0,1121852.0,1121852.0,Return ER,"{""Admission NC"": 1}",{}
V0099,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Admission NC>CRP>Leucocytes>CRP>Release A,14,1,0.0009523809523809524,CB,591784.0,591784.0,591784.0,591784.0,Release A,"{""Admission NC"": 1, ""CRP"": 1, ""Leucocytes"": 1}",{}
V0100,ER Registration>ER Triage>ER Sepsis Triage>CRP>LacticAcid>Leucocytes>IV Liquid>IV Antibiotics>Admission NC>Leucocytes>CRP>Release A,12,1,0.0009523809523809524,DB,430423.0,430423.0,430423.0,430423.0,Release A,"{""CRP"": 1, ""Leucocytes"": 1}",{}
