scope,scope_kind,category_name,indicator_id,indicator_name,unit,measured_value,satisfaction,target,threshold,worst,one_sided,provenance,n_cases,n_measured,n_not_applicable,n_no_start,n_no_end,coverage,source
administrative_appeal,category,Resolve via administrative appeal to the Prefecture,175,"Time to appeal filing, Judge (days)",days,190.59166666666667,-100.0,30.0,30.0,60.0,True,statutory,3888,10,3878,0,0,1.0,"threshold 30 d: Art. 204-bis D.Lgs. 285/1992, the window for a ricorso al Giudice di Pace -- half the Prefecture window, which v1.1 collapsed into a single 60-day indicator taken from Mannhardt et al. (2016, Fig. 8)'s Delay Judge' guard rather than from the statute. worst 60 d illustrative (2x)."
administrative_appeal,category,Resolve via administrative appeal to the Prefecture,114,Average time to case closure (days),days,485.51076955248845,-100.0,150.0,180.0,365.0,False,external-by-analogy,3888,797,0,0,3091,0.205,"threshold 180 d: L. 241/1990 art. 2, which caps any administrative proceeding's term at 180 days. target 150 d: Art. 201's 90-day notification term plus Art. 203's 60-day payment/appeal window, i.e. the earliest lawful completion of an uncontested case. worst 365 d illustrative. Replaces v1.1's acknowledged invented placeholder."
judicial_appeal,category,Resolve via judicial appeal to the Judge,112,Time to fine dispatch (days),days,94.97100435323384,-1.0,30.0,90.0,360.0,False,statutory,536,536,0,0,0,1.0,"threshold 90 d and worst 360 d: Art. 201 D.Lgs. 285/1992 (ordinary notification term; extended term for parties resident abroad). target 30 d: L. 241/1990 art. 2 c.2, the default term for concluding an administrative proceeding, applied by analogy as an operational aspiration -- the specific term in Art. 201 is what binds."
judicial_appeal,category,Resolve via judicial appeal to the Judge,113,"Time to appeal filing, Prefecture (days)",days,34.60213414634146,100.0,60.0,60.0,120.0,True,statutory,536,164,365,6,1,0.9591,"threshold 60 d: Art. 203 D.Lgs. 285/1992, the window for a ricorso al Prefetto; corroborated by the Delay Prefecture' < 60 days guard in Mannhardt et al. (2016, Fig. 8). target == threshold because an admissibility window is a boundary, not a gradient. worst 120 d illustrative (2x the window)."
judicial_appeal,category,Resolve via judicial appeal to the Judge,175,"Time to appeal filing, Judge (days)",days,93.78725112395632,-100.0,30.0,30.0,60.0,True,statutory,536,519,0,17,0,0.9683,"threshold 30 d: Art. 204-bis D.Lgs. 285/1992, the window for a ricorso al Giudice di Pace -- half the Prefecture window, which v1.1 collapsed into a single 60-day indicator taken from Mannhardt et al. (2016, Fig. 8)'s Delay Judge' guard rather than from the statute. worst 60 d illustrative (2x)."
judicial_appeal,category,Resolve via judicial appeal to the Judge,114,Average time to case closure (days),days,706.7720435684647,-100.0,150.0,180.0,365.0,False,external-by-analogy,536,482,0,0,54,0.8993,"threshold 180 d: L. 241/1990 art. 2, which caps any administrative proceeding's term at 180 days. target 150 d: Art. 201's 90-day notification term plus Art. 203's 60-day payment/appeal window, i.e. the earliest lawful completion of an uncontested case. worst 365 d illustrative. Replaces v1.1's acknowledged invented placeholder."
merged_closure,category,Merged 13+20,112,Time to fine dispatch (days),days,81.23739035087719,14.0,30.0,90.0,360.0,False,statutory,76,76,0,0,0,1.0,"threshold 90 d and worst 360 d: Art. 201 D.Lgs. 285/1992 (ordinary notification term; extended term for parties resident abroad). target 30 d: L. 241/1990 art. 2 c.2, the default term for concluding an administrative proceeding, applied by analogy as an operational aspiration -- the specific term in Art. 201 is what binds."
merged_closure,category,Merged 13+20,113,"Time to appeal filing, Prefecture (days)",days,30.92982456140351,100.0,60.0,60.0,120.0,True,statutory,76,57,18,1,0,0.9828,"threshold 60 d: Art. 203 D.Lgs. 285/1992, the window for a ricorso al Prefetto; corroborated by the Delay Prefecture' < 60 days guard in Mannhardt et al. (2016, Fig. 8). target == threshold because an admissibility window is a boundary, not a gradient. worst 120 d illustrative (2x the window)."
merged_closure,category,Merged 13+20,175,"Time to appeal filing, Judge (days)",days,,,30.0,30.0,60.0,True,statutory,76,0,76,0,0,0.0,"threshold 30 d: Art. 204-bis D.Lgs. 285/1992, the window for a ricorso al Giudice di Pace -- half the Prefecture window, which v1.1 collapsed into a single 60-day indicator taken from Mannhardt et al. (2016, Fig. 8)'s Delay Judge' guard rather than from the statute. worst 60 d illustrative (2x)."
merged_closure,category,Merged 13+20,114,Average time to case closure (days),days,420.9035087719298,-100.0,150.0,180.0,365.0,False,external-by-analogy,76,76,0,0,0,1.0,"threshold 180 d: L. 241/1990 art. 2, which caps any administrative proceeding's term at 180 days. target 150 d: Art. 201's 90-day notification term plus Art. 203's 60-day payment/appeal window, i.e. the earliest lawful completion of an uncontested case. worst 365 d illustrative. Replaces v1.1's acknowledged invented placeholder."
