scope,scope_kind,category_name,indicator_id,indicator_name,unit,measured_value,satisfaction,target,threshold,worst,one_sided,provenance,n_cases,n_measured,n_not_applicable,n_no_start,n_no_end,coverage,source
release_b,category,Release Pathway B,25,Time to lactate measurement (hours),hours,0.7515674603174602,100,3.0,5.0,7.0,False,guideline,54,42,0,0,12,0.7778,"target 3 h or less, threshold 5 h, worst 7 h: the 3-hour lactate-measurement window of the Surviving Sepsis Campaign 2016 guideline (Rhodes et al., 2017) via Mannhardt & Blinde (2017, SS2). worst/threshold/target reused verbatim from Ghasemi (2021, Ch.8, Table 19), physician-consulted. See sepsisGM_description.md SS6."
release_b,category,Release Pathway B,26,Post-discharge ER return (binary),binary,0.0,100,0.0,,1.0,False,illustrative,54,54,0,0,0,1.0,"target 0 (no return), worst 1 (returned): reused from Ghasemi (2021, Ch.8) as a common healthcare-system goal, not traced to a guideline window and with no threshold defined in the source. Measured as the presence of Return ER anywhere in the case, over every case in scope; a case with no captured discharge counts as no return -- see sepsisGM_description.md SS6/SS7."
admission_ic,category,Admission to Intensive Care,24,Time to antibiotics (hours),hours,1.0293333333333332,96,1.0,1.8,3.0,False,guideline,11,10,0,0,1,0.9091,"target 1 h or less, threshold 1.8 h, worst 3 h: the 1-hour antibiotic-administration window of the Surviving Sepsis Campaign 2016 international guideline (Rhodes et al., 2017), identified by Mannhardt & Blinde (2017, SS2) as the applicable rule for this exact log. worst/threshold/target reused verbatim from Ghasemi (2021, Ch.8, Table 19), set after physician consultation. See sepsisGM_description.md SS6."
admission_ic,category,Admission to Intensive Care,25,Time to lactate measurement (hours),hours,2.0301515151515153,100,3.0,5.0,7.0,False,guideline,11,11,0,0,0,1.0,"target 3 h or less, threshold 5 h, worst 7 h: the 3-hour lactate-measurement window of the Surviving Sepsis Campaign 2016 guideline (Rhodes et al., 2017) via Mannhardt & Blinde (2017, SS2). worst/threshold/target reused verbatim from Ghasemi (2021, Ch.8, Table 19), physician-consulted. See sepsisGM_description.md SS6."
admission_ic,category,Admission to Intensive Care,26,Post-discharge ER return (binary),binary,0.45454545454545453,-45,0.0,,1.0,False,illustrative,11,11,0,0,0,1.0,"target 0 (no return), worst 1 (returned): reused from Ghasemi (2021, Ch.8) as a common healthcare-system goal, not traced to a guideline window and with no threshold defined in the source. Measured as the presence of Return ER anywhere in the case, over every case in scope; a case with no captured discharge counts as no return -- see sepsisGM_description.md SS6/SS7."
release_c,category,Release Pathway C,24,Time to antibiotics (hours),hours,1.782251461988304,2,1.0,1.8,3.0,False,guideline,23,19,0,0,4,0.8261,"target 1 h or less, threshold 1.8 h, worst 3 h: the 1-hour antibiotic-administration window of the Surviving Sepsis Campaign 2016 international guideline (Rhodes et al., 2017), identified by Mannhardt & Blinde (2017, SS2) as the applicable rule for this exact log. worst/threshold/target reused verbatim from Ghasemi (2021, Ch.8, Table 19), set after physician consultation. See sepsisGM_description.md SS6."
release_c,category,Release Pathway C,25,Time to lactate measurement (hours),hours,0.2348245614035088,100,3.0,5.0,7.0,False,guideline,23,19,0,0,4,0.8261,"target 3 h or less, threshold 5 h, worst 7 h: the 3-hour lactate-measurement window of the Surviving Sepsis Campaign 2016 guideline (Rhodes et al., 2017) via Mannhardt & Blinde (2017, SS2). worst/threshold/target reused verbatim from Ghasemi (2021, Ch.8, Table 19), physician-consulted. See sepsisGM_description.md SS6."
release_c,category,Release Pathway C,26,Post-discharge ER return (binary),binary,0.17391304347826086,-17,0.0,,1.0,False,illustrative,23,23,0,0,0,1.0,"target 0 (no return), worst 1 (returned): reused from Ghasemi (2021, Ch.8) as a common healthcare-system goal, not traced to a guideline window and with no threshold defined in the source. Measured as the presence of Return ER anywhere in the case, over every case in scope; a case with no captured discharge counts as no return -- see sepsisGM_description.md SS6/SS7."
release_d,category,Release Pathway D,24,Time to antibiotics (hours),hours,2.553111111111111,-62,1.0,1.8,3.0,False,guideline,23,20,0,0,3,0.8696,"target 1 h or less, threshold 1.8 h, worst 3 h: the 1-hour antibiotic-administration window of the Surviving Sepsis Campaign 2016 international guideline (Rhodes et al., 2017), identified by Mannhardt & Blinde (2017, SS2) as the applicable rule for this exact log. worst/threshold/target reused verbatim from Ghasemi (2021, Ch.8, Table 19), set after physician consultation. See sepsisGM_description.md SS6."
release_d,category,Release Pathway D,25,Time to lactate measurement (hours),hours,0.2540586419753087,100,3.0,5.0,7.0,False,guideline,23,18,0,0,5,0.7826,"target 3 h or less, threshold 5 h, worst 7 h: the 3-hour lactate-measurement window of the Surviving Sepsis Campaign 2016 guideline (Rhodes et al., 2017) via Mannhardt & Blinde (2017, SS2). worst/threshold/target reused verbatim from Ghasemi (2021, Ch.8, Table 19), physician-consulted. See sepsisGM_description.md SS6."
release_d,category,Release Pathway D,26,Post-discharge ER return (binary),binary,0.391304347826087,-39,0.0,,1.0,False,illustrative,23,23,0,0,0,1.0,"target 0 (no return), worst 1 (returned): reused from Ghasemi (2021, Ch.8) as a common healthcare-system goal, not traced to a guideline window and with no threshold defined in the source. Measured as the presence of Return ER anywhere in the case, over every case in scope; a case with no captured discharge counts as no return -- see sepsisGM_description.md SS6/SS7."
release_e,category,Release Pathway E,24,Time to antibiotics (hours),hours,3.4837962962962963,-100,1.0,1.8,3.0,False,guideline,6,3,0,0,3,0.5,"target 1 h or less, threshold 1.8 h, worst 3 h: the 1-hour antibiotic-administration window of the Surviving Sepsis Campaign 2016 international guideline (Rhodes et al., 2017), identified by Mannhardt & Blinde (2017, SS2) as the applicable rule for this exact log. worst/threshold/target reused verbatim from Ghasemi (2021, Ch.8, Table 19), set after physician consultation. See sepsisGM_description.md SS6."
release_e,category,Release Pathway E,25,Time to lactate measurement (hours),hours,0.15902777777777777,100,3.0,5.0,7.0,False,guideline,6,4,0,0,2,0.6667,"target 3 h or less, threshold 5 h, worst 7 h: the 3-hour lactate-measurement window of the Surviving Sepsis Campaign 2016 guideline (Rhodes et al., 2017) via Mannhardt & Blinde (2017, SS2). worst/threshold/target reused verbatim from Ghasemi (2021, Ch.8, Table 19), physician-consulted. See sepsisGM_description.md SS6."
release_e,category,Release Pathway E,26,Post-discharge ER return (binary),binary,0.16666666666666666,-16,0.0,,1.0,False,illustrative,6,6,0,0,0,1.0,"target 0 (no return), worst 1 (returned): reused from Ghasemi (2021, Ch.8) as a common healthcare-system goal, not traced to a guideline window and with no threshold defined in the source. Measured as the presence of Return ER anywhere in the case, over every case in scope; a case with no captured discharge counts as no return -- see sepsisGM_description.md SS6/SS7."
