2026-08-30 22:05:10,438 [INFO] goalcat: Run environment: host=192.168.68.56, platform=macOS-26.5.2-arm64-arm-64bit-Mach-O, python=3.14.6, cpu_count=8, total_ram_gib=8.0
2026-08-30 22:05:10,439 [INFO] goalcat: ICPM 2027 condition run starting: run_id=icpm2027_e1_open_rep1, steps=[5, 6], taxonomy_mode=open, goal_model=None
2026-08-30 22:05:10,442 [INFO] goalcat: Step 5b (open taxonomy induction) started for log: /Users/danielcalegari/vsc-workspace/GoalCat/data/logs/bpic2019.xes.gz
2026-08-30 22:05:10,442 [INFO] goalcat: Loading narrative sample from existing run directory: /Users/danielcalegari/vsc-workspace/GoalCat/data/output/bpic2019/icpm2027_e1_open_rep1/04_sampling/narrative_sample.csv
2026-08-30 22:05:10,453 [INFO] goalcat: Inducing taxonomy from 35 sampled narratives (no goal model)
2026-08-30 22:06:01,361 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=6f7487d872673ef6, latency=49.01s)
2026-08-30 22:07:16,722 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=18213e4e0ea47255, latency=4.61s)
2026-08-30 22:07:17,439 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=28a6dce6fbd83887, latency=5.02s)
2026-08-30 22:07:22,254 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=720100f2e996b6b6, latency=8.19s)
2026-08-30 22:07:27,886 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=8cc7e255481d3d87, latency=18.13s)
2026-08-30 22:07:36,179 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=152b6e9ecd927738, latency=19.46s)
2026-08-30 22:07:36,347 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=0d03ba69d18471c5, latency=21.98s)
2026-08-30 22:07:41,913 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=80cf13f4366cf823, latency=19.66s)
2026-08-30 22:07:46,670 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=65c4cbab1fb928ba, latency=10.32s)
2026-08-30 22:07:46,930 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=28d2dfc63900bb4c, latency=5.02s)
2026-08-30 22:07:46,952 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=1c3f64b4e1938dcf, latency=29.51s)
2026-08-30 22:07:47,670 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=208878312a427582, latency=19.78s)
2026-08-30 22:07:51,643 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=6dd2afd59102f9f3, latency=4.69s)
2026-08-30 22:07:51,649 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=fb4897147ec185ef, latency=4.98s)
2026-08-30 22:07:51,653 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=ccdbc272a6c1f4f4, latency=4.72s)
2026-08-30 22:07:52,339 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=f3ccdc1e954e720a, latency=4.67s)
2026-08-30 22:07:56,249 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=8f7da8c980f658a6, latency=20.07s)
2026-08-30 22:07:56,658 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=d021f8ad1fae152d, latency=4.32s)
2026-08-30 22:08:00,858 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=d57e8a512ab52cc8, latency=9.21s)
2026-08-30 22:08:02,190 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=d9b7c069d94f9471, latency=10.54s)
2026-08-30 22:08:02,410 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=ca542caca11892bc, latency=10.75s)
2026-08-30 22:08:05,160 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=24a3fe7e8f28ce68, latency=4.30s)
2026-08-30 22:08:06,887 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=3c6e025de418b1e1, latency=4.70s)
2026-08-30 22:08:07,208 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=9de57bad9acc587e, latency=4.80s)
2026-08-30 22:08:07,999 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=e73d02b2578a081a, latency=11.34s)
2026-08-30 22:08:11,303 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=6a5a78db541edead, latency=4.41s)
2026-08-30 22:08:11,712 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=6c8c56aca9760128, latency=4.50s)
2026-08-30 22:08:16,320 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=c749cb704f98cb14, latency=11.16s)
2026-08-30 22:08:16,627 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=11d437cebf334c3a, latency=4.91s)
2026-08-30 22:08:20,490 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=f55241bcb2797f10, latency=4.17s)
2026-08-30 22:08:20,532 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=d210e7bf2c7bbb8f, latency=12.53s)
2026-08-30 22:08:21,030 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=d6047ef03a61fb48, latency=4.40s)
2026-08-30 22:08:25,330 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=79ff854f8be2d0bd, latency=4.30s)
2026-08-30 22:08:27,696 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=ec5a5d1987d93bff, latency=16.39s)
2026-08-30 22:08:30,350 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=cb6452ed1c2bc0bb, latency=5.02s)
2026-08-30 22:08:31,066 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=74a6cb928206ff02, latency=10.58s)
2026-08-30 22:08:34,317 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=3d5b77f31a9b9df2, latency=13.78s)
2026-08-30 22:08:34,510 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=8e49295f24728536, latency=4.16s)
2026-08-30 22:08:35,674 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=9b34e9c12e30b317, latency=4.61s)
2026-08-30 22:08:37,620 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=481743ea8e53c5a3, latency=41.37s)
2026-08-30 22:08:39,056 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=1c6ef7d5cfde7ec5, latency=4.54s)
2026-08-30 22:08:39,224 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=1337360b24ae0aa9, latency=4.91s)
2026-08-30 22:08:40,897 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=51421f8116d1caf0, latency=5.22s)
2026-08-30 22:08:42,021 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=b332a5b1905722bf, latency=4.40s)
2026-08-30 22:08:44,277 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=9905c4f53d593724, latency=5.22s)
2026-08-30 22:08:48,995 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=c60bc1dcbd746dd7, latency=4.72s)
2026-08-30 22:08:53,084 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=2eb035508469f67b, latency=13.86s)
2026-08-30 22:08:53,902 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=eaeafd876cdc4c13, latency=4.91s)
2026-08-30 22:08:56,054 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=02fadb5f1741400c, latency=14.03s)
2026-08-30 22:09:00,558 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=799aee3dc01da93b, latency=4.50s)
2026-08-30 22:09:01,379 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=f5c198c357ce6a52, latency=33.68s)
2026-08-30 22:09:02,093 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=ec63b7ba8107498d, latency=9.01s)
2026-08-30 22:09:05,576 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=bd1c8c07c64c87ce, latency=5.02s)
2026-08-30 22:09:06,804 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=20ba7a3d9cd37139, latency=4.71s)
2026-08-30 22:09:08,136 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=857499347830fcfd, latency=27.24s)
2026-08-30 22:09:24,110 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=c767ce266ed37a9f, latency=22.73s)
2026-08-30 22:09:28,718 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=008c392904e9585d, latency=34.82s)
2026-08-30 22:09:28,731 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=0d4cf21a81efd771, latency=4.62s)
2026-08-30 22:09:29,127 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=a9d4c63fd6569751, latency=22.32s)
2026-08-30 22:09:32,098 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=385420640d2b684f, latency=26.52s)
2026-08-30 22:09:33,429 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=46d19104b9d56c5d, latency=4.71s)
2026-08-30 22:09:33,702 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=d6ae29a709446d1d, latency=25.56s)
2026-08-30 22:09:35,273 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=be694eb21e588075, latency=6.15s)
2026-08-30 22:09:38,651 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=2bd97c8594e0796c, latency=4.95s)
2026-08-30 22:09:39,163 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=b63e623f0334c93c, latency=5.73s)
2026-08-30 22:09:44,898 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=8e62a6d7b5be05af, latency=6.25s)
2026-08-30 22:09:50,636 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=8e79647325ed40d7, latency=21.90s)
2026-08-30 22:09:53,257 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=b2d7bc5b6d2e98ba, latency=21.16s)
2026-08-30 22:09:55,320 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=1df3f6e862f4791d, latency=4.68s)
2026-08-30 22:09:57,508 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=887ae89ca2953d8c, latency=4.25s)
2026-08-30 22:09:58,005 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=669e6c8f0a4a8a3b, latency=13.11s)
2026-08-30 22:09:59,336 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=5f3ec1b4b0681960, latency=20.17s)
2026-08-30 22:10:00,260 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=032b0e00338d8bbd, latency=4.94s)
2026-08-30 22:10:02,102 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=cfd97e358a901b24, latency=4.59s)
2026-08-30 22:10:02,184 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=4db7d97a528df314, latency=4.18s)
2026-08-30 22:10:04,354 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=9d6877f0f003cac7, latency=29.08s)
2026-08-30 22:10:07,322 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=480bc66f567dcc38, latency=5.22s)
2026-08-30 22:10:09,065 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=dd38d7029aafad6b, latency=6.88s)
2026-08-30 22:10:10,703 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=86f864e7288427d2, latency=6.35s)
2026-08-30 22:10:10,793 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=f2feec339176c133, latency=10.53s)
2026-08-30 22:10:11,215 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=c9b34955160cf572, latency=3.89s)
2026-08-30 22:10:13,877 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=426fbdf967ca093a, latency=4.81s)
2026-08-30 22:10:15,107 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=80f52295f35895cf, latency=4.40s)
2026-08-30 22:10:15,377 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=c80fec5f1da8c7e8, latency=4.16s)
2026-08-30 22:10:16,640 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=6f8d8f8a4b94458d, latency=5.85s)
2026-08-30 22:10:19,101 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=d586cd2b0a00cc55, latency=19.76s)
2026-08-30 22:10:19,316 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=2a0ed47001bc8332, latency=4.21s)
2026-08-30 22:10:20,227 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=fde0694d258eb1ec, latency=4.85s)
2026-08-30 22:10:24,119 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=ad3de86ee184a664, latency=4.80s)
2026-08-30 22:10:25,550 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=f493f8c2a56004eb, latency=5.32s)
2026-08-30 22:10:29,850 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=10118c89c5b0dfb1, latency=15.97s)
2026-08-30 22:10:30,466 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=9d9b95307ce8c7ee, latency=13.82s)
2026-08-30 22:10:31,698 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=ebcf082fc2a318ff, latency=6.15s)
2026-08-30 22:10:36,610 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=0d1186d4cec45fe8, latency=4.91s)
2026-08-30 22:10:40,605 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=1f872473049cd099, latency=16.48s)
2026-08-30 22:10:41,731 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=3d4e1d666a656824, latency=5.12s)
2026-08-30 22:10:41,939 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=2e289d4e5eb78097, latency=22.84s)
2026-08-30 22:10:43,163 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=70b038dd72fe4d2e, latency=13.31s)
2026-08-30 22:10:50,058 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=e19870ff87e8a442, latency=6.89s)
2026-08-30 22:10:55,762 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=a3953451937df33c, latency=5.70s)
2026-08-30 22:10:56,273 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=a1201de30a2f66d2, latency=14.33s)
2026-08-30 22:10:57,605 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=d68e44a164633bb1, latency=15.87s)
2026-08-30 22:11:01,290 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=6c027c6a472e43a2, latency=5.53s)
2026-08-30 22:11:05,590 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=fbb68af4b5d8d8a5, latency=4.30s)
2026-08-30 22:11:10,199 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=95eafc6d7a37ec2e, latency=4.61s)
2026-08-30 22:11:13,782 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=00632a8f738b47b3, latency=43.32s)
2026-08-30 22:11:14,807 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=bcd45f09e74ca91a, latency=17.20s)
2026-08-30 22:11:17,777 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=472abf80e4c7bb62, latency=37.17s)
2026-08-30 22:11:18,464 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=c6e03eb22832cf32, latency=4.68s)
2026-08-30 22:11:32,421 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=6c4b816269b500a0, latency=14.64s)
2026-08-30 22:11:34,160 [INFO] goalcat: LLM structured call ok (backend=remote, model=gemini/gemini-3.5-flash-lite, prompt_hash=0f3bb01b8c458483, latency=23.96s)
